,Unnamed: 0,external_gene_name,cluster,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,hierachical_cluster
15,15,ASTN2,bisque4,0.02446479727654147,-0.270498704623496,-0.10741199504143867,-1.2061067085647788,-0.9987216176768654,-0.8828455599026896,-0.9831200903050592,-0.9513154361451288,-0.8896049873112385,0.35609367716992035,0.508794695849772,0.4245575853421852,0.2179159100811865,0.08566053666586143,0.5528448571475347,1.3916300252211753,1.7595590765143376,0.9681039383021804,3
52,52,MTDH,bisque4,-0.4604431084274311,-0.3644619590721985,-0.2329972137570693,-1.6832311050224726,-0.9767001353373956,-1.040416674079962,0.05661486617764791,-0.07520528581855691,-0.4155601339213049,-0.09925597700908922,0.5594446294155896,-0.22394745828183749,0.20152737126256276,0.2333892526509,0.2901132044536784,1.7895712819471783,1.5330219494527757,0.9085364953670556,3
321,321,CACNA1E,red,-1.1274206863513458,-1.0286296588671264,-1.294605511170677,-1.219531110462449,-1.4036946265441983,-1.5516274793072335,0.016172924405131444,-0.017349397135959104,0.06136620769538902,1.0310494515588595,0.9932580388573294,0.9241943395739756,0.6678048531998497,0.5237908337656599,0.4458879942093464,1.0224139553146616,0.9484170825723538,1.0085027886864226,3
566,566,KCNB2,red,-0.5159492793185038,-0.5923078994666696,-0.4883210129824924,-2.033886319776648,-2.030652689670179,-1.4890546733430474,0.28501360373262474,0.2616017292194479,0.2808984844519164,0.8128373889667801,0.8828022710259309,0.7232680345484214,0.5372916168233065,0.32624071805141863,0.3851723363997897,1.0203947347625175,0.9485218329465231,0.6861291236288635,3
568,568,KCNJ3,red,0.21648064575638248,0.13307481591421794,0.027243389163068173,-1.1549785453735135,-1.1117037252641018,-1.3278977029858103,-1.3089753752439834,-1.384363377043626,-1.507214570894746,0.5102242097154731,0.5843286478542229,0.471143623738867,0.9367568962197136,0.7678500407748405,0.9025210564467416,1.1223828115384984,1.0354292112381522,1.0876979484456015,3
572,572,KCNK9,red,-0.6493898225677385,-0.24950256739691895,-0.2522596564377201,-1.001146496002543,-1.3763085160612851,-0.8745813732243564,-0.7104470799878101,-0.6986733866998414,-0.8440604475301775,1.6296884115083357,1.5466719399741802,1.5582958136011094,0.33933025485771445,0.06429735586584041,0.16610540101339386,0.2444903945268366,0.552583197408947,0.5549065771520351,3
656,656,MEF2D,red,-0.3645146772762267,-0.2360428811414223,-0.2886658428339852,-1.6307690595650266,-1.5411829318839643,-1.829006864910904,-0.15324137013868902,-0.7490473316806514,-0.2969829367432601,0.45147296999965997,0.5361111566888036,0.4175892599223909,0.7375320998992484,0.6583537540622814,0.5804726634190144,1.3243150752453583,1.2084110158337116,1.175195901103682,3
712,712,NF1,red,-1.1717649366946568,-1.170364516260249,-1.209942198807523,-1.4955274528645157,-0.5311768139310954,-0.3057678039441621,0.3672892381845748,-0.2501332712978153,-0.26690260773299296,0.8795224201616744,1.6675350568977236,0.624192567436715,0.21648833374755475,-0.3154695691159069,0.3149057385065297,1.0714501898482804,0.9607775981832152,0.6148880276827209,3
800,800,PRKCA,red,-0.5453152687972637,-0.5591251789480864,-0.5421045602091469,-0.3918023127304667,-0.21086823848946465,-0.4173003226586332,-1.1224106406497758,-1.5634799324376614,-1.6202817061880177,0.8259662041805855,1.3100039952335718,0.799583721147919,0.3418137310584304,0.2801810335747014,0.6314461422780732,1.0329773064153154,0.920243117916006,0.8304729093039258,3
893,893,SCN9A,red,-0.2995143194955501,-0.35548709166607617,-0.2928044167802551,-1.500480324196906,-1.522023736174675,-1.4735698976844385,-0.9296493600372264,-1.043813183600225,-0.9840871917602948,0.9328454295347464,0.959565260425574,0.8870179237840959,0.9081863814155589,0.8556030980913789,0.8600043108212457,1.0280546045503776,0.9965417748716808,0.9736107379009848,3
1009,1009,TG,red,-1.4299773074307351,-1.7686223116932898,-1.7686223116932898,-0.9595295258721735,-0.5976221706375017,-0.9689464520969556,0.007976408610660781,0.19913611246172444,0.23815781699716346,0.8221919934136436,0.8306580743356818,0.5809440843697602,0.5940910768380214,1.1224682603627187,0.9657595292074204,0.6539204697425438,0.8058443001011938,0.6721719529834126,3
1050,1050,TRPM8,red,-1.7734681674448218,-1.8421640810525883,-1.7613936408940951,0.4475941474431456,0.4074112192274526,0.3431792096741166,-0.5621929882504496,-0.8526497730712839,-0.7418280217200003,0.6032524343489801,0.6332660814811031,0.5914007904939269,0.5694833047234957,0.4963458926919559,0.4895616161480591,1.0691693658353218,0.979970708498618,0.9030619018670616,3
1110,1110,ZNF555,red,-0.7174166019755472,-0.8470467223893093,-0.8276080126219458,-0.9961025075626124,-0.5061267260341271,-0.16597922131242296,-0.7471019941511955,-1.3512371573602782,-1.4706657986451066,0.7555501498920448,0.9920997792924736,0.4101243631886611,0.8341343304997514,0.33211901421715856,0.4898608047818898,1.1990559448976728,1.6883023168714135,0.9280380384114868,3
1276,1276,ADRA2A,yellow,-0.03085923434491566,-0.0043434960331935795,0.011739112262199295,0.7971652863143995,0.7687395882113219,0.6378693717546178,-1.5888532011012353,-2.01493509756496,-1.7731070583251676,-0.6115014997438345,-0.501696836468049,-0.5117736249088023,0.4074874003456575,0.4662098445696937,0.7428869593947915,1.1052930449347882,1.1374948506116802,0.962184590091009,3
1379,1379,ASTN1,yellow,-0.8061977138452789,-0.8958834308266491,-0.9482804047721758,-0.7243051997438533,-0.5581982309342933,-0.6450202928284656,-1.1166977877216782,-1.1931498387347073,-1.2723413168723248,0.30384897731889043,0.34387456886426393,0.2504285196931399,1.0805960390923377,0.8659108246002248,0.9027916913565428,1.4979255612957978,1.485961627756365,1.4287364063018693,3
1392,1392,ATXN1,yellow,-0.5389009515296248,-0.5128841759382553,-0.5607338468841322,-1.4534265453175212,-1.3153632002860796,-1.3721099292929688,-0.8941636723892813,-1.1160537557404464,-0.70134716987865,0.646743086689271,0.692170205725278,0.5948942307055382,0.9773777860339876,0.9840557894537044,0.9850048868222526,1.1952902954431304,1.2074127043448646,1.1820342620389426,3
1434,1434,CACNA2D3,yellow,-0.4262991389119293,-0.4514795211684269,-0.5402649162005121,-0.5740958119561125,-0.6390421360794726,-0.5860117906202741,-1.3538730455920998,-1.397235802565971,-1.3699200873226334,-0.050880962011133415,-0.12177676012866424,-0.11725132076968868,1.0445145757462295,0.9695726022138088,0.9239171949195416,1.5685681471988129,1.5364546902375205,1.5851040830110097,3
1443,1443,CAT,yellow,-0.9527321296243714,-1.1996904920752989,-0.9250535454308872,-0.13791820902179586,0.01690057102010678,-0.14972490959354753,-0.5436319570970368,-0.6989961009834952,-1.0319796099284433,-0.5453188620450041,-0.5617844364117869,-0.6347934853007429,0.8734353019443927,0.9102151515075464,0.9198375568187436,1.4909735018547172,1.6535381062905792,1.51672354807634,3
1464,1464,CDH18,yellow,-1.0924646739126258,-1.4442746896522067,-1.6120203297449145,-0.46037065560022294,-0.556551495466239,-0.5863902710377537,-0.4513729340108529,-0.4569868680470458,-0.3364634141230474,0.054143303264397966,0.18970279354734415,0.017124934584151662,1.0749073541383256,0.9641373397602918,0.8239672567124904,1.3929590978488828,1.2546397566038492,1.2253134951351772,3
1549,1549,DMD,yellow,-1.7498246655302885,-1.7372475751868848,-1.8533496983735007,-0.15437461542646447,0.09960286804636144,0.09470280794933024,-0.513756177379121,-0.6088308612514716,-0.7368161437056329,0.2269925301154724,0.5888486148801452,0.3173666058502924,0.8138544058570876,0.7341953727690602,1.0142344013858764,1.1182414484088536,1.2319308531057025,1.1142298284851708,3
