"","AD3_1.1","AD3_1.2","AD3_1.3","AD3_5.1","AD3_5.2","AD3_5.3","AD3_9.1","AD3_9.2","AD3_9.3","AD3_16.1","AD3_16.2","AD3_16.3","AD3_26.1","AD3_26.2","AD3_26.3","AD3_36.1","AD3_36.2","AD3_36.3"
"hsa-miR-10b-3p",-0.631090574847244,1.24095167137887,-0.631090574847244,-0.631090574847244,-0.631090574847244,-0.631090574847244,-0.631090574847244,0.772850174897391,-0.631090574847244,1.78168062210888,0.992075765219119,-0.631090574847244,2.97604553850587,3.20118024235108,2.47943534286054,5.21369603050113,4.24600224250818,4.70135299957993
"hsa-miR-10b-5p",6.8499750175466,7.00721059124627,7.26620421726451,5.79845736909877,5.79184684790238,6.32670626325027,5.49431005139433,5.04525218687431,5.12327812422054,7.08602928405003,7.55602658945419,8.06528967097819,11.3065166564875,11.3057744606173,11.125219856611,13.1871838128514,13.1528703178074,12.6885960243637
"hsa-miR-11181-3p",-0.631090574847244,-0.631090574847244,-0.631090574847244,-0.631090574847244,-0.631090574847244,-0.631090574847244,-0.631090574847244,-0.631090574847244,-0.631090574847244,-0.631090574847244,-0.631090574847244,-0.631090574847244,-0.631090574847244,-0.631090574847244,-0.631090574847244,-0.631090574847244,-0.631090574847244,-0.631090574847244
"hsa-miR-11181-5p",-0.631090574847244,-0.631090574847244,-0.631090574847244,-0.631090574847244,-0.631090574847244,-0.631090574847244,-0.631090574847244,-0.631090574847244,-0.631090574847244,-0.631090574847244,-0.631090574847244,1.38554314481822,-0.631090574847244,-0.631090574847244,-0.631090574847244,-0.631090574847244,-0.631090574847244,-0.631090574847244
"hsa-miR-11399",1.73031123041947,2.30826856112321,2.27492862195393,2.27197636456451,2.87669215462312,3.40512768828567,2.41817332235173,2.8449408608993,1.45308142726486,2.52487259842766,2.27328529934423,2.05407715475925,2.75585946129821,3.05464187232904,1.36926269150046,2.35166581069602,2.83485157262042,2.37899135103199
"hsa-miR-11400",-0.631090574847244,-0.631090574847244,-0.631090574847244,-0.631090574847244,-0.631090574847244,-0.631090574847244,-0.631090574847244,-0.631090574847244,-0.631090574847244,-0.631090574847244,-0.631090574847244,-0.631090574847244,-0.631090574847244,-0.631090574847244,-0.631090574847244,-0.631090574847244,0.9388517566936,-0.631090574847244
"hsa-miR-11401",3.30131902817591,3.49092698611587,3.36978839642603,-0.631090574847244,1.92609579274195,1.50752565935671,2.17122712991307,2.37252809343881,2.5894191645183,1.40376063876287,1.96586637750787,2.68020597540914,1.14240869204623,1.54362892486788,2.03435058328147,1.42997437635897,0.9388517566936,0.899993387210069
"hsa-miR-1178-3p",1.73031123041947,1.87776542705206,-0.631090574847244,1.5670910519583,-0.631090574847244,0.944044836892023,0.924505602417205,0.772850174897391,-0.631090574847244,-0.631090574847244,-0.631090574847244,1.76117069079662,-0.631090574847244,0.972600169608657,-0.631090574847244,0.882992105172624,-0.631090574847244,-0.631090574847244
"hsa-miR-1178-5p",-0.631090574847244,-0.631090574847244,-0.631090574847244,-0.631090574847244,-0.631090574847244,-0.631090574847244,-0.631090574847244,-0.631090574847244,-0.631090574847244,-0.631090574847244,-0.631090574847244,-0.631090574847244,-0.631090574847244,-0.631090574847244,-0.631090574847244,-0.631090574847244,-0.631090574847244,-0.631090574847244
"hsa-miR-1179",-0.631090574847244,1.87776542705206,1.56957225434832,1.96463971635757,0.963836413517634,-0.631090574847244,-0.631090574847244,-0.631090574847244,0.9011427415055,-0.631090574847244,0.992075765219119,-0.631090574847244,1.75613147177532,2.24402633433143,3.08904688870187,2.74010469290899,2.19302432917929,2.37899135103199
"hsa-miR-1180-3p",11.1414827408557,11.174381967776,11.1410332046474,10.2761966121639,10.1793842940599,10.5776389806668,10.3473263750068,10.4707102444481,10.4605087320675,10.7499174868232,10.5887394733025,10.3278107414262,10.4627523161443,10.5639206368558,10.6373082677948,10.8644881254245,10.6819599369454,10.9907074662214
"hsa-miR-1180-5p",-0.631090574847244,-0.631090574847244,2.27492862195393,1.5670910519583,-0.631090574847244,-0.631090574847244,-0.631090574847244,1.28881691820147,0.9011427415055,0.862442579241239,0.992075765219119,0.848187312595596,-0.631090574847244,-0.631090574847244,1.36926269150046,-0.631090574847244,-0.631090574847244,-0.631090574847244
"hsa-miR-1181",-0.631090574847244,-0.631090574847244,-0.631090574847244,-0.631090574847244,-0.631090574847244,-0.631090574847244,-0.631090574847244,-0.631090574847244,-0.631090574847244,-0.631090574847244,-0.631090574847244,0.848187312595596,-0.631090574847244,-0.631090574847244,1.36926269150046,-0.631090574847244,-0.631090574847244,-0.631090574847244
"hsa-miR-1182",-0.631090574847244,-0.631090574847244,-0.631090574847244,-0.631090574847244,-0.631090574847244,-0.631090574847244,-0.631090574847244,-0.631090574847244,-0.631090574847244,-0.631090574847244,-0.631090574847244,-0.631090574847244,-0.631090574847244,-0.631090574847244,-0.631090574847244,-0.631090574847244,-0.631090574847244,0.899993387210069
