"","AD2_1.1","AD2_1.2","AD2_1.3","AD2_5.1","AD2_5.2","AD2_5.3","AD2_9.1","AD2_9.2","AD2_9.3","AD2_16.1","AD2_16.2","AD2_16.3","AD2_26.1","AD2_26.2","AD2_26.3","AD2_36.1","AD2_36.2","AD2_36.3"
"hsa-let-7g-5p",9.40312544979431,9.18438204913108,9.68055900844747,8.55449148016248,8.35608031861588,8.48801751509868,8.18201640250773,8.43126741943828,8.20517741763046,9.51327898233291,9.52707695617741,9.60711377898395,13.1787453702882,12.666429035537,13.3119522781815,15.3946408117348,15.5539990547498,15.2777165276034
"hsa-let-7i-3p",2.43371861701426,2.55306619516587,-0.625549074153663,1.95373647984228,2.5251377438054,2.23712818571401,0.919082052410772,1.36283698345597,1.32672844167783,2.03847139847767,1.14141287904098,1.78564969899195,1.97696931791686,2.12424251864229,2.33140916980986,2.52167141223746,2.75329482131743,2.28343136683049
"hsa-let-7i-5p",9.14509225271163,8.91506658738346,9.61148730255046,9.2454580973191,8.93647504402274,8.96724739966134,8.31745890996888,8.60125969057639,8.42377130440034,10.0001659840279,9.80325282398593,10.0790268897574,12.9113852866794,12.5458244165163,13.1254944394674,16.0000874962849,16.0716350985609,15.5532838591537
"hsa-miR-1-3p",6.04758152703748,6.08437843366118,6.12505477753753,7.44735436904647,7.55497689696905,7.47435694958829,5.96684051422218,5.8431438671616,5.81936353749866,5.87278653261533,5.88369707026407,5.95649674840992,6.33904798064775,5.60537951874092,6.33195827112039,8.16901094199671,8.07088680608527,7.54228829208097
"hsa-miR-1-5p",-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,0.660450465847502,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,0.992024852477248,-0.625549074153663,-0.625549074153663
"hsa-miR-100-3p",-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,2.03847139847767,2.3401736261812,0.680310706108887,2.28476055953075,0.8956652474471,1.03282876696542,-0.625549074153663,0.692650089476096,0.843013586751989
"hsa-miR-100-5p",10.9936667850627,10.7282367702584,11.3753343189446,12.3741110749138,12.1245477347826,11.9546581115589,10.4372336481834,10.3321726341733,10.7494560690786,14.6871568883806,14.741932601227,14.8550589223405,15.5821928984598,15.514942656468,15.7542955096066,15.6460781834731,16.0794119766474,15.5750491193789
"hsa-miR-101-2-5p",3.99230138399563,3.77079545079057,2.74720649961431,2.72344521003192,2.5251377438054,1.81354609416839,1.47438115210191,-0.625549074153663,1.32672844167783,-0.625549074153663,-0.625549074153663,0.680310706108887,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,0.322189092951485,-0.625549074153663
"hsa-miR-101-3p",6.9626480230453,6.75629551529499,7.37247658545932,8.8515079258262,8.6314180707205,8.29745582796928,6.71451230341922,6.42940231506337,7.0481456790256,5.72163098612357,5.85656027213932,5.63210461203008,5.52842678690367,6.29838600199149,5.43655179423854,6.50420040495317,6.59941068402203,6.03729373731987
"hsa-miR-101-5p",-0.625549074153663,1.42656891452883,1.97439192349387,-0.625549074153663,-0.625549074153663,1.18985524701909,-0.625549074153663,2.02537170543792,1.32672844167783,1.63397163384621,-0.625549074153663,1.16729724855417,1.00157717659078,0.8956652474471,-0.625549074153663,-0.625549074153663,1.53133461293509,-0.625549074153663
"hsa-miR-10226",-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663
"hsa-miR-10392-3p",-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663
"hsa-miR-10392-5p",3.2662158086199,2.89372588366082,2.74720649961431,2.72344521003192,3.08739409864002,2.82427895657881,2.16006120611348,3.3055798175182,2.4212497367615,2.60501909007386,1.48347164576376,2.20638847874975,1.97696931791686,2.75783677649967,1.61801465698385,0.992024852477248,3.35655355961818,3.21714089750227
"hsa-miR-10393-3p",-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663
"hsa-miR-10393-5p",-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,1.00157717659078,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663
"hsa-miR-10394-3p",3.5510415943179,3.16827035930098,3.90392942169686,1.30400318947765,0.994236336564674,-0.625549074153663,2.7976695596601,3.3055798175182,2.4212497367615,2.35030495650881,2.62729938442716,2.37674479307595,3.09975773613941,3.42445145996224,4.27948391590362,3.89004438225367,2.92969432808605,2.28343136683049
"hsa-miR-10394-5p",-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663
"hsa-miR-10395-3p",7.64419123622414,7.22788475558692,8.03129069543717,8.87645687404747,7.86653864096635,7.87004597186819,7.72802596396304,8.18247412057054,8.04862467907034,7.22794019683348,7.4700961835022,7.35105077903139,7.11524908382345,7.30826425428836,8.00697771607098,7.53668185945475,7.08552045433414,6.87807066945696
"hsa-miR-10395-5p",7.14431139608288,7.18248171092431,7.53049987328982,7.13912976922466,7.10098816251014,7.12152131585682,6.30162674302355,6.19448448410804,6.01671695980535,6.74373811956832,6.97270843991652,6.84492598787838,7.26876693567458,7.04901250544166,7.41221534803308,6.65415561059211,6.78153338846265,7.04723510127896
"hsa-miR-10396a-3p",-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663
"hsa-miR-10396a-5p",-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663
"hsa-miR-10396b-3p",-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663
"hsa-miR-10396b-5p",-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663
"hsa-miR-10397-3p",-0.625549074153663,-0.625549074153663,1.97439192349387,-0.625549074153663,0.994236336564674,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,1.04554871933756,-0.625549074153663,-0.625549074153663,1.00157717659078,1.44460016989488,-0.625549074153663,0.992024852477248,1.67548807227645,2.04300714859499
"hsa-miR-10397-5p",2.91012628627177,2.10250583033868,1.97439192349387,4.32743848808695,4.40744885158077,4.48036742387574,3.57030624070266,3.50228594281605,2.75532356558232,3.79634208599721,2.49106086637995,2.01212228843748,4.07363942045746,3.71297101536858,3.4339894736653,4.13272684652538,4.24484316573534,3.42879959267944
"hsa-miR-10398-3p",-0.625549074153663,-0.625549074153663,-0.625549074153663,1.30400318947765,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,1.04554871933756,0.660450465847502,-0.625549074153663,1.57872063587396,-0.625549074153663,1.03282876696542,-0.625549074153663,-0.625549074153663,0.843013586751989
"hsa-miR-10398-5p",-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663
"hsa-miR-10399-3p",-0.625549074153663,2.10250583033868,3.61149634090876,2.3909584318523,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,2.27043797578059,0.964024109395807,-0.625549074153663
"hsa-miR-10399-5p",-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663
"hsa-miR-103a-1-5p",-0.625549074153663,-0.625549074153663,1.97439192349387,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,0.8956652474471,-0.625549074153663,-0.625549074153663,0.692650089476096,-0.625549074153663
"hsa-miR-103a-2-5p",-0.625549074153663,2.55306619516587,1.97439192349387,-0.625549074153663,-0.625549074153663,-0.625549074153663,1.86032012545752,2.46915823607735,3.02540854995797,3.32140653061455,3.24833601408153,2.66560591381594,2.93568017472902,2.12424251864229,2.58531402612118,3.48559002087044,2.39933981580114,2.28343136683049
"hsa-miR-103a-3p",8.82398868599712,8.48114750201372,8.79833124987827,8.71062985275054,8.64127869929861,8.44025868190242,8.41043347026845,8.29249993878839,8.46940510822963,7.46054033347408,7.39664858226408,7.33590539835569,7.61716056359051,7.78723527771736,7.69086743891475,8.45939763173748,8.64153907251096,8.13709557814546
"hsa-miR-103b",-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663
"hsa-miR-10400-3p",-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663
"hsa-miR-10400-5p",-0.625549074153663,-0.625549074153663,1.97439192349387,-0.625549074153663,-0.625549074153663,1.81354609416839,0.919082052410772,-0.625549074153663,-0.625549074153663,1.04554871933756,1.14141287904098,-0.625549074153663,1.00157717659078,1.82690244913313,1.61801465698385,0.992024852477248,0.322189092951485,0.843013586751989
"hsa-miR-10401-3p",-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663
"hsa-miR-10401-5p",-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663
"hsa-miR-105-3p",-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,1.57872063587396,-0.625549074153663,-0.625549074153663,1.56668463566757,1.53133461293509,-0.625549074153663
"hsa-miR-105-5p",-0.625549074153663,-0.625549074153663,-0.625549074153663,1.30400318947765,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,0.322189092951485,-0.625549074153663
"hsa-miR-10522-5p",-0.625549074153663,1.42656891452883,3.61149634090876,1.30400318947765,1.56947218393987,1.18985524701909,-0.625549074153663,3.07743627937523,-0.625549074153663,5.32695117868199,4.15168188492896,4.77733384149757,3.81618869594521,3.71297101536858,3.55654021936235,3.59788065612714,3.18236774462988,3.42879959267944
"hsa-miR-10523-5p",5.28332438545237,4.78645876762758,5.58107540351054,2.72344521003192,3.08739409864002,3.23811743527398,-0.625549074153663,1.36283698345597,1.98145582753786,1.04554871933756,1.14141287904098,0.680310706108887,-0.625549074153663,-0.625549074153663,2.33140916980986,-0.625549074153663,-0.625549074153663,1.75126164606101
"hsa-miR-10524-5p",-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663
"hsa-miR-10525-3p",6.13608088079761,5.07861907044767,6.38365412264385,5.81632586475426,5.33159981792139,5.81345414085867,3.84147160448883,3.50228594281605,4.15595392713892,3.32140653061455,2.17097439650048,1.51302508372225,1.57872063587396,2.12424251864229,2.58531402612118,1.96354723498904,1.92407541891107,2.04300714859499
"hsa-miR-10526-3p",-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,1.48347164576376,0.680310706108887,1.97696931791686,1.44460016989488,-0.625549074153663,0.992024852477248,1.18335306857886,-0.625549074153663
"hsa-miR-10527-5p",3.78855147620443,3.16827035930098,5.20584087245993,2.72344521003192,2.73831264008378,3.69544378317162,2.7976695596601,3.67522300933331,3.02540854995797,2.82067408718195,3.61621967442256,4.15004971281042,5.05885362901421,4.68751910656143,5.07701726474627,4.52171831299845,4.43104814083857,4.58257114683821
"hsa-miR-106a-3p",6.8362726829428,7.34240591676775,6.64297703962651,7.99497435916437,8.30736712838155,8.00748008793069,9.9894150085615,10.3159787916107,9.3031361474855,8.98411291937052,8.83865615127345,8.7437095781419,6.65965192791598,6.52567588918818,6.11055064811865,4.82768005394839,4.93379512947392,5.0962928700549
"hsa-miR-106a-5p",12.3309495322807,13.0389708803915,12.1306514977061,13.3335899545731,13.570764583203,13.3064181931944,14.7022991828736,15.0606722349449,14.402687010546,13.7744666631171,13.671621244505,13.6573362674103,11.1752144497936,10.890220511871,10.5795889993879,9.30007846097351,9.37011592221306,9.48259679579943
"hsa-miR-106b-3p",14.8658329090803,14.2927354090804,15.1582320879531,15.5510860940781,15.2042804573976,15.1354548171763,13.3825521039302,13.4256370782936,13.3728802935743,13.524856869834,13.6182241106632,13.605128021238,13.0837961484748,13.2024410204342,13.3515086278108,13.7478885027829,13.9532919941317,13.3112908474989
"hsa-miR-106b-5p",10.3261719189823,11.0438747438803,10.1177392219015,10.5260079934023,10.8137493611682,10.6663979325614,12.3860330596039,12.5876649549407,11.8172372656718,12.453988074702,12.1392475682186,12.0117559276513,11.2190992638063,10.9152220365718,10.2320806383156,9.64603545809885,9.8487604304704,9.88437883426298
"hsa-miR-107",9.8678736190691,10.4407290258569,9.71859283532551,8.68261219392581,8.72402696693263,8.45955234794043,10.732124974075,10.997567716545,10.6722843574876,11.9185345935083,11.4559617708668,11.4934578069261,10.9546694091796,10.7824108262545,10.2716289207794,10.5713579943281,10.7922199456632,10.9526669929428
"hsa-miR-10a-3p",-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,1.32672844167783,-0.625549074153663,-0.625549074153663,-0.625549074153663,1.00157717659078,-0.625549074153663,-0.625549074153663,1.56668463566757,0.692650089476096,0.843013586751989
"hsa-miR-10a-5p",-0.625549074153663,1.42656891452883,1.97439192349387,-0.625549074153663,0.994236336564674,1.18985524701909,-0.625549074153663,1.36283698345597,2.4212497367615,1.63397163384621,1.48347164576376,1.51302508372225,3.61472920236995,4.22129752195765,3.77409651344556,5.26091126636554,5.80951980581525,5.21475977155432
"hsa-miR-10b-3p",1.70468804808359,-0.625549074153663,1.97439192349387,-0.625549074153663,-0.625549074153663,-0.625549074153663,0.919082052410772,-0.625549074153663,-0.625549074153663,1.04554871933756,0.660450465847502,-0.625549074153663,3.24689079622195,2.75783677649967,2.33140916980986,2.91987982791531,3.03619684008596,2.66716969607547
"hsa-miR-10b-5p",7.26696450816001,7.2129086182618,7.76665904354055,6.03893934180314,6.05667320767249,5.8722322777535,4.77699764655045,4.21261768229776,4.45742428781731,5.91984528444487,6.17483203222147,5.84679194741479,9.06622495993354,8.8732595916883,8.81428357021372,10.7317835455855,10.7371684761672,10.3756108429578
"hsa-miR-11181-3p",-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663
"hsa-miR-11181-5p",-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663
"hsa-miR-11399",2.43371861701426,3.16827035930098,3.24375623005722,3.21860066824134,2.92354192810124,3.04617151651706,0.919082052410772,1.36283698345597,2.4212497367615,1.04554871933756,2.3401736261812,0.680310706108887,1.97696931791686,2.36868475330131,1.03282876696542,3.08366367489194,2.68925493295179,2.9685714336504
"hsa-miR-11400",-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,0.919082052410772,-0.625549074153663,1.98145582753786,-0.625549074153663,1.48347164576376,-0.625549074153663,1.00157717659078,1.44460016989488,2.02072779633536,0.992024852477248,1.92407541891107,1.75126164606101
"hsa-miR-11401",-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,0.660450465847502,0.680310706108887,-0.625549074153663,-0.625549074153663,1.03282876696542,1.56668463566757,-0.625549074153663,0.843013586751989
"hsa-miR-1178-3p",2.43371861701426,-0.625549074153663,1.97439192349387,-0.625549074153663,1.56947218393987,1.18985524701909,1.86032012545752,-0.625549074153663,-0.625549074153663,-0.625549074153663,1.75356058763947,-0.625549074153663,-0.625549074153663,1.44460016989488,-0.625549074153663,0.992024852477248,0.322189092951485,-0.625549074153663
"hsa-miR-1178-5p",-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663
"hsa-miR-1179",-0.625549074153663,1.42656891452883,1.97439192349387,2.3909584318523,1.96665658076691,1.18985524701909,3.1040382440008,3.3055798175182,1.32672844167783,2.60501909007386,2.3401736261812,2.20638847874975,2.53662985658062,2.57665790533599,1.61801465698385,1.56668463566757,3.18236774462988,2.48836901251363
"hsa-miR-1180-3p",11.0186143407429,10.8733991940847,11.0116893947689,10.3795370309365,9.99989228855084,10.0974883298824,10.6280092772945,10.502115439724,10.7273219671515,11.2913918380748,11.1831407730598,11.0823280015527,11.21243403356,10.9345665840426,11.2546110077881,11.0898422310558,11.2074655896257,11.2184708169257
"hsa-miR-1180-5p",-0.625549074153663,1.42656891452883,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,0.919082052410772,2.02537170543792,1.32672844167783,1.04554871933756,1.14141287904098,1.16729724855417,1.00157717659078,0.8956652474471,-0.625549074153663,-0.625549074153663,0.964024109395807,-0.625549074153663
"hsa-miR-1181",1.70468804808359,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,2.02537170543792,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,1.03282876696542,-0.625549074153663,-0.625549074153663,-0.625549074153663
"hsa-miR-1182",-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663
"hsa-miR-1183",-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663,-0.625549074153663
