"","840_1.1","840_1.2","840_1.3","840_5.1","840_5.2","840_5.3","840_9.1","840_9.2","840_9.3","840_16.1","840_16.2","840_16.3","840_26.1","840_26.2","840_26.3","840_36.1","840_36.2","840_36.3"
"hsa-let-7i-3p",-0.626589465131677,1.51374479895983,2.27140131546681,2.2437314451221,1.82573224599506,2.0106085112617,2.50522847963222,1.94614615516801,0.760918067424771,1.36011829198249,3.04017343653379,2.00988464645655,1.65728665952028,1.99510821703891,2.16594985349834,2.89187264261193,2.38464862301061,2.77304123088769
"hsa-let-7i-5p",10.1176628503752,10.7253156596807,10.3436898111747,9.88568102979606,9.55285998708033,9.59619135779924,9.47122580130949,10.1126583722609,10.316672493204,11.1302158143438,11.0415226636163,11.5428458916628,13.2606244353133,13.1936564897099,13.4578298485962,15.6693827135702,16.1633974177498,16.3710861836645
"hsa-miR-1-3p",4.6277956381911,4.19712824889353,4.27580898241254,7.84251529642909,7.06489673434313,7.25198404161849,5.91857588954662,7.00466084772422,6.5004672162684,7.54239703516778,7.41039217204198,7.87826255468065,6.85575790756936,6.79501148882675,7.39971082411776,7.31573006719663,7.53620303756585,7.51837615850157
"hsa-miR-1-5p",-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,0.894534079701416,-0.626589465131677,1.25895445053641,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677
"hsa-miR-100-3p",-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,1.44344418972785,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,1.36011829198249,0.748840795952385,-0.626589465131677,2.63398327058917,0.811888358028398,-0.626589465131677,1.97711528674669,1.29901788630128,1.33910766869264
"hsa-miR-100-5p",11.655412535563,12.0796720941684,11.7576609127196,12.8886596829159,12.7114337270877,12.9389413705426,11.397192932047,12.3460115736427,12.0314462417619,15.907929369461,15.8372554176501,16.5177650604708,17.006016005798,17.1308917205591,17.5257864024572,16.7636197634483,17.5562640845321,17.472137956684
"hsa-miR-101-2-5p",2.11249006107122,2.66684167377915,3.0848758100808,1.81944848864459,0.894534079701416,1.72107852032827,1.61746118931984,2.25193026781086,2.1487508126516,0.829316988892903,-0.626589465131677,-0.626589465131677,-0.626589465131677,0.811888358028398,-0.626589465131677,-0.626589465131677,1.94787786859646,-0.626589465131677
"hsa-miR-101-3p",6.4979473119051,6.71999045522153,6.46199180994106,8.30644709686429,7.59898014029762,7.73775809970196,6.54830076673833,7.51988016408043,7.52604244196204,6.77662804282019,6.62982299959299,7.5691267643685,5.9080224199651,6.08110510059089,6.61793054041498,6.04158614046444,6.90892023612299,7.11402928783149
"hsa-miR-101-5p",-0.626589465131677,2.66684167377915,1.21483283672451,1.1944370848782,1.44344418972785,-0.626589465131677,1.61746118931984,2.50238123744175,0.760918067424771,0.829316988892903,0.748840795952385,2.00988464645655,-0.626589465131677,-0.626589465131677,1.47911161507014,0.800391404030116,-0.626589465131677,-0.626589465131677
"hsa-miR-10226",-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677
"hsa-miR-10392-3p",-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,0.811888358028398,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677
"hsa-miR-10392-5p",3.41059577941957,3.72385557733072,2.86196383325593,3.05374229178898,2.57546648461563,3.06016303187739,3.04380432978396,4.18290324266874,3.95385319341698,2.26171766089873,2.92351497845807,2.00988464645655,2.06448427173498,3.26914572250413,2.62194566636353,2.59341203296504,2.71685643814559,2.77304123088769
"hsa-miR-10393-3p",-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677
"hsa-miR-10393-5p",-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677
"hsa-miR-10394-3p",2.90522674701662,4.32564425334276,3.86172663068118,2.83162689670031,2.12306290496796,2.24943346563547,3.15167154875362,2.50238123744175,3.45391510695111,3.82593952479982,2.65680144983727,3.28705739146086,3.72405860865501,3.99544897042866,4.50041119194155,3.13837352099917,3.211683352963,4.05954570492231
"hsa-miR-10394-5p",-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677
"hsa-miR-10395-3p",7.75102558810338,8.00756028954466,7.38006204411014,8.81978795867154,6.63169222397054,6.96295051811357,7.58690941556535,7.72170930706843,8.01147361345963,7.97564450049301,8.07215471073542,7.96269870166124,7.39750976812783,7.75427539083762,7.87392191039873,6.42286491333155,6.90892023612299,7.40374504199495
"hsa-miR-10395-5p",7.47500776537021,7.07080744412263,7.05308085805155,7.23556113636003,7.21806133002495,7.19023824038862,6.76645071428611,6.68135615635065,6.63798071640932,7.05874131621594,7.4211172508607,7.77929252039483,7.10571973534888,7.27694701363876,7.20462798610042,6.56574448878153,6.9716800637846,7.0695990096799
"hsa-miR-10396a-3p",-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677
"hsa-miR-10396a-5p",-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677
"hsa-miR-10396b-3p",-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677
"hsa-miR-10396b-5p",-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677
"hsa-miR-10397-3p",-0.626589465131677,1.51374479895983,1.21483283672451,1.1944370848782,-0.626589465131677,2.24943346563547,-0.626589465131677,-0.626589465131677,0.760918067424771,-0.626589465131677,0.748840795952385,1.34990406364357,1.65728665952028,1.3377544551744,-0.626589465131677,0.800391404030116,1.29901788630128,-0.626589465131677
"hsa-miR-10397-5p",2.11249006107122,2.66684167377915,3.0848758100808,4.93984566995608,3.061529447248,3.88249846679395,3.80699504045707,4.80474347318721,3.89223622001108,3.30207534086012,3.34192414954031,3.05930614343667,2.85054033428451,3.46524647109477,3.24265077180783,3.34849648752045,3.57843974012707,3.79372866078965
"hsa-miR-10398-3p",-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,0.821817080504968,0.750727471249732,-0.626589465131677,-0.626589465131677,0.829316988892903,-0.626589465131677,-0.626589465131677,1.06395533223925,-0.626589465131677,-0.626589465131677,0.800391404030116,-0.626589465131677,-0.626589465131677
"hsa-miR-10398-5p",-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677
"hsa-miR-10399-3p",3.78333426034026,4.44362221106723,4.73419279755073,-0.626589465131677,0.894534079701416,1.72107852032827,-0.626589465131677,-0.626589465131677,1.27211870720371,-0.626589465131677,0.748840795952385,-0.626589465131677,1.06395533223925,-0.626589465131677,-0.626589465131677,2.21420189446539,2.98567018709809,2.77304123088769
"hsa-miR-10399-5p",-0.626589465131677,2.66684167377915,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,0.800391404030116,-0.626589465131677,-0.626589465131677
"hsa-miR-103a-1-5p",-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,1.65728665952028,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677
"hsa-miR-103a-2-5p",-0.626589465131677,1.51374479895983,1.84460161993866,2.2437314451221,2.36749840562334,2.0106085112617,2.92709776134962,0.979361988706207,0.760918067424771,2.02229359076,2.12858303201482,2.7880969618075,1.65728665952028,2.23313258264909,2.62194566636353,2.21420189446539,1.29901788630128,1.33910766869264
"hsa-miR-103a-3p",8.50742618343859,8.80906296635955,8.3901071159642,8.48285114583095,8.21945287327491,8.24586018966838,8.00668112554413,8.46847530041892,8.35136937091194,7.92542971890839,7.89883866513256,8.19686301195463,7.96734805780914,8.00256087646612,7.92357685710082,7.70109988240435,8.2815857374937,8.27971923363865
"hsa-miR-103b",-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677
"hsa-miR-10400-3p",-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,1.06395533223925,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677
"hsa-miR-10400-5p",-0.626589465131677,2.66684167377915,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,1.25895445053641,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,2.06448427173498,2.23313258264909,1.47911161507014,0.800391404030116,-0.626589465131677,-0.626589465131677
"hsa-miR-10401-3p",-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677
"hsa-miR-10401-5p",-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677
"hsa-miR-105-3p",-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,0.829316988892903,1.61469344716594,-0.626589465131677,1.06395533223925,0.811888358028398,-0.626589465131677,0.800391404030116,-0.626589465131677,1.33910766869264
"hsa-miR-105-5p",2.11249006107122,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,1.33910766869264
"hsa-miR-10522-5p",-0.626589465131677,-0.626589465131677,2.5974026575523,1.81944848864459,0.894534079701416,1.72107852032827,3.80699504045707,2.50238123744175,3.27193653911864,4.36797343336217,4.34448645431432,4.49497267620403,3.9270017961402,3.79164760447242,2.96589480714372,3.90770239756437,1.94787786859646,1.33910766869264
"hsa-miR-10523-5p",4.53350747183609,4.65402692175343,4.79818611601531,3.82852080417612,3.62188607857125,3.81121674782984,1.89883778391949,2.25193026781086,2.34862971338893,0.829316988892903,2.12858303201482,3.28705739146086,1.06395533223925,1.99510821703891,-0.626589465131677,-0.626589465131677,1.29901788630128,1.33910766869264
"hsa-miR-10524-5p",-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677
"hsa-miR-10525-3p",4.32411220305841,6.0845440039004,5.63068615747827,6.0442671041432,5.17038780286955,5.60960845002006,3.8712885429547,5.1680559994006,5.17819817219828,4.36797343336217,3.9879236473514,4.95710501026807,2.06448427173498,2.61361785156608,2.62194566636353,-0.626589465131677,2.98567018709809,1.99675487966235
"hsa-miR-10526-3p",-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,-0.626589465131677,1.36011829198249,0.748840795952385,1.34990406364357,2.37805286735742,2.43624906966474,-0.626589465131677,1.97711528674669,-0.626589465131677,1.33910766869264
"hsa-miR-10527-5p",4.20676355701676,3.52368560574844,4.18291922958258,4.41111855189984,4.72988855188995,4.70673997969215,3.73968861313982,3.68023830175073,3.76046071680273,4.41730168970707,3.86739861839038,4.49497267620403,4.59598005910475,5.09336904038306,4.69610006674103,4.40599570886146,3.8702356973244,3.93277278052904
"hsa-miR-106a-3p",7.81250186059093,6.99560612303927,7.57522599486575,8.61858564928772,9.75219032083069,9.48487688924818,11.3137897843583,8.92416128525647,8.64735450292557,7.28799792927902,7.44233113273435,6.96195963870729,6.24760682293804,6.19562392874207,5.87744649752927,5.83134595375962,4.58404650118588,4.72715995173903
"hsa-miR-106a-5p",13.5807274037227,12.2890209884256,12.9042549863361,13.6876035938439,14.8165118443915,14.3627657137571,15.9841856312697,13.7797027932499,13.7227184276301,12.0320902966537,12.2538162431321,11.9010797819317,11.0896818312334,11.0712201291447,10.6974620015896,10.2224320676746,9.39764468544116,9.70236000441139
"hsa-miR-106b-3p",14.3553082024,15.2624313579851,14.7093906229181,15.2726003054684,14.8002408130353,15.0296463344827,13.8796763377886,15.0223939503763,15.0225589353545,15.127208529587,15.0414789322527,15.6988936953277,13.7745547286512,13.8230730734208,14.3867189643577,13.5354582927026,14.4738043754516,14.5641915154725
"hsa-miR-106b-5p",10.9917366666735,10.0306453925684,10.3950051621739,10.3957075355517,11.2206581827701,10.8335644866373,12.7793334085935,10.5293003397195,10.4156226769619,10.0217745975591,10.2615052572414,10.0850233885466,9.7444590814293,9.95096682449635,9.71841604922809,9.73331156497867,9.15895607008074,9.08170503141964
